date,player,team,opp,market,line,proj_lambda,lam_scale_mean,p_over,side,chosen_prob
2026-02-04,Jonathan Marchessault,NSH,MIN,BLOCKS,3.5,0.0527,1.007,5e-06,Under,0.999995
2026-02-04,Ryan Nugent-Hopkins,EDM,CGY,BLOCKS,3.5,0.0617,1.0027,8e-06,Under,0.999992
2026-02-04,Jordan Kyrou,STL,DAL,BLOCKS,3.5,0.0877,0.9966,3.2e-05,Under,0.999968
2026-02-04,Nazem Kadri,CGY,EDM,BLOCKS,3.5,0.0931,1.002,3.9e-05,Under,0.999961
2026-02-04,Sam Bennett,FLA,BOS,BLOCKS,3.5,0.0967,1.0092,4.6e-05,Under,0.999954
2026-02-04,Pavel Dorofeyev,VGK,VAN,BLOCKS,3.5,0.1015,1.0006,5.6e-05,Under,0.999944
2026-02-04,Kirill Kaprizov,MIN,NSH,BLOCKS,3.5,0.107,1.0071,6.6e-05,Under,0.999934
2026-02-04,Marcus Johansson,MIN,NSH,BLOCKS,3.5,0.107,1.0071,6.6e-05,Under,0.999934
2026-02-04,Steven Stamkos,NSH,MIN,BLOCKS,3.5,0.1134,1.007,8.1e-05,Under,0.999919
2026-02-04,Will Smith,SJS,COL,BLOCKS,3.5,0.1139,1.0024,8.3e-05,Under,0.999917
2026-02-04,Artturi Lehkonen,COL,SJS,BLOCKS,3.5,0.117,1.0001,9.1e-05,Under,0.999909
2026-02-04,Jonathan Marchessault,NSH,MIN,BLOCKS,2.5,0.0527,1.007,0.000106,Under,0.999894
2026-02-04,Jake DeBrusk,VAN,VGK,BLOCKS,3.5,0.1224,0.9921,0.000108,Under,0.999892
2026-02-04,Jack Eichel,VGK,VAN,BLOCKS,3.5,0.1343,1.0006,0.000155,Under,0.999845
2026-02-04,Ryan Nugent-Hopkins,EDM,CGY,BLOCKS,2.5,0.0617,1.0027,0.000162,Under,0.999838
2026-02-04,Dalibor Dvorsky,STL,DAL,BLOCKS,3.5,0.1569,0.9966,0.000265,Under,0.999735
2026-02-04,Carter Verhaeghe,FLA,BOS,BLOCKS,3.5,0.1623,1.0092,0.000299,Under,0.999701
2026-02-04,Anton Lundell,FLA,BOS,BLOCKS,3.5,0.1623,1.0092,0.000299,Under,0.999701
2026-02-04,Matt Coronato,CGY,EDM,BLOCKS,3.5,0.1707,1.002,0.000347,Under,0.999653
2026-02-04,Connor Zary,CGY,EDM,BLOCKS,3.5,0.171,1.002,0.000349,Under,0.999651
2026-02-04,Jordan Kyrou,STL,DAL,BLOCKS,2.5,0.0877,0.9966,0.000445,Under,0.999555
2026-02-04,Nazem Kadri,CGY,EDM,BLOCKS,2.5,0.0931,1.002,0.000514,Under,0.999486
2026-02-04,Sam Bennett,FLA,BOS,BLOCKS,2.5,0.0967,1.0092,0.000588,Under,0.999412
2026-02-04,Kaapo Kakko,SEA,LAK,BLOCKS,3.5,0.2011,0.9951,0.000632,Under,0.999368
2026-02-04,Pavel Dorofeyev,VGK,VAN,BLOCKS,2.5,0.1015,1.0006,0.000675,Under,0.999325
2026-02-04,Nathan MacKinnon,COL,SJS,BLOCKS,3.5,0.2117,1.0001,0.00072,Under,0.99928
2026-02-04,Kirill Kaprizov,MIN,NSH,BLOCKS,2.5,0.107,1.0071,0.000776,Under,0.999224
2026-02-04,Marcus Johansson,MIN,NSH,BLOCKS,2.5,0.107,1.0071,0.000776,Under,0.999224
2026-02-04,Jack Roslovic,EDM,CGY,BLOCKS,3.5,0.2178,1.0027,0.000798,Under,0.999202
2026-02-04,Will Smith,SJS,COL,BLOCKS,2.5,0.1139,1.0024,0.0009,Under,0.9991
2026-02-04,Steven Stamkos,NSH,MIN,BLOCKS,2.5,0.1134,1.007,0.000909,Under,0.999091
2026-02-04,Artturi Lehkonen,COL,SJS,BLOCKS,2.5,0.117,1.0001,0.000961,Under,0.999039
2026-02-04,Brad Marchand,FLA,BOS,BLOCKS,3.5,0.2338,1.0092,0.001036,Under,0.998964
2026-02-04,Jake Neighbours,STL,DAL,BLOCKS,3.5,0.2356,0.9966,0.001062,Under,0.998938
2026-02-04,Jake DeBrusk,VAN,VGK,BLOCKS,2.5,0.1224,0.9921,0.001099,Under,0.998901
2026-02-04,Mats Zuccarello,MIN,NSH,BLOCKS,3.5,0.2492,1.0071,0.001275,Under,0.998725
2026-02-04,Jack Eichel,VGK,VAN,BLOCKS,2.5,0.1343,1.0006,0.001443,Under,0.998557
2026-02-04,Dylan Larkin,DET,UTA,BLOCKS,3.5,0.2738,1.0,0.001687,Under,0.998313
2026-02-04,JJ Peterka,UTA,DET,BLOCKS,3.5,0.279,0.9977,0.00178,Under,0.99822
2026-02-04,Michael Carcone,UTA,DET,BLOCKS,3.5,0.279,0.9977,0.00178,Under,0.99822
2026-02-04,Roope Hintz,DAL,STL,BLOCKS,3.5,0.278,0.9937,0.001806,Under,0.998194
2026-02-04,Michael Bunting,NSH,MIN,BLOCKS,3.5,0.2813,1.007,0.001893,Under,0.998107
2026-02-04,Sam Steel,DAL,STL,BLOCKS,3.5,0.2853,0.9937,0.001963,Under,0.998037
2026-02-04,Matt Duchene,DAL,STL,BLOCKS,3.5,0.2853,0.9937,0.001963,Under,0.998037
2026-02-04,Casey Mittelstadt,BOS,FLA,BLOCKS,3.5,0.2848,1.0087,0.001966,Under,0.998034
2026-02-04,Joel Eriksson Ek,MIN,NSH,BLOCKS,3.5,0.2864,1.0071,0.002006,Under,0.997994
2026-02-04,Matt Boldy,MIN,NSH,BLOCKS,3.5,0.2864,1.0071,0.002006,Under,0.997994
2026-02-04,Jared McCann,SEA,LAK,BLOCKS,3.5,0.2859,0.9951,0.002007,Under,0.997993
2026-02-04,Dalibor Dvorsky,STL,DAL,BLOCKS,2.5,0.1569,0.9966,0.002161,Under,0.997839
