team,player_id,player,market,value,count,n_sims,game_home,game_away,date,period
Tampa Bay Lightning,8477404,,SOG,7.0,287,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
Tampa Bay Lightning,8477404,,GOALS,0.0,3543,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
Tampa Bay Lightning,8477404,,ASSISTS,0.0,3533,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
Tampa Bay Lightning,8477404,,POINTS,0.0,2041,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
Tampa Bay Lightning,8477404,,BLOCKS,3.0,600,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
Tampa Bay Lightning,8477404,,SAVES,0.0,6000,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
Tampa Bay Lightning,8479542,,SOG,4.0,1148,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
Tampa Bay Lightning,8479542,,GOALS,0.0,3279,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
Tampa Bay Lightning,8479542,,ASSISTS,0.0,3685,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
Tampa Bay Lightning,8479542,,POINTS,0.0,2000,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
Tampa Bay Lightning,8479542,,BLOCKS,0.0,1597,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
Tampa Bay Lightning,8479542,,SAVES,0.0,6000,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
Tampa Bay Lightning,8476453,,SOG,4.0,1124,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
Tampa Bay Lightning,8476453,,GOALS,0.0,4638,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
Tampa Bay Lightning,8476453,,ASSISTS,0.0,3099,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
Tampa Bay Lightning,8476453,,POINTS,0.0,2408,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
Tampa Bay Lightning,8476453,,BLOCKS,0.0,2384,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
Tampa Bay Lightning,8476453,,SAVES,0.0,6000,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
Tampa Bay Lightning,8478178,,SOG,5.0,799,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
Tampa Bay Lightning,8478178,,GOALS,0.0,4541,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
Tampa Bay Lightning,8478178,,ASSISTS,0.0,3216,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
Tampa Bay Lightning,8478178,,POINTS,0.0,2452,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
Tampa Bay Lightning,8478178,,BLOCKS,1.0,1826,6000,Tampa Bay Lightning,Montréal Canadiens,2026-04-21,0
