team,player_id,player,market,value,count,n_sims,game_home,game_away,date,period
Detroit Red Wings,8479337,,SOG,6.0,797,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8479337,,GOALS,0.0,4058,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8479337,,ASSISTS,0.0,4081,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8479337,,POINTS,0.0,2793,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8479337,,BLOCKS,1.0,2034,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8479337,,SAVES,0.0,6000,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8482078,,SOG,1.0,1049,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8482078,,GOALS,0.0,3930,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8482078,,ASSISTS,0.0,4469,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8482078,,POINTS,0.0,2900,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8482078,,BLOCKS,0.0,4079,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8482078,,SAVES,0.0,6000,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8477946,,SOG,6.0,622,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8477946,,GOALS,0.0,4969,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8477946,,ASSISTS,1.0,1761,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8477946,,POINTS,1.0,2069,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8477946,,BLOCKS,0.0,2538,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8477946,,SAVES,0.0,6000,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8481542,,SOG,4.0,1143,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8481542,,GOALS,1.0,749,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8481542,,ASSISTS,0.0,3731,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8481542,,POINTS,1.0,1999,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8481542,,BLOCKS,3.0,1143,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8481542,,SAVES,0.0,6000,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8482762,,SOG,1.0,889,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8482762,,GOALS,0.0,5340,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8482762,,ASSISTS,1.0,1618,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
Detroit Red Wings,8482762,,POINTS,1.0,1841,6000,Detroit Red Wings,Minnesota Wild,2026-04-05,0
