date,player,team,position,market,proj_lambda
2026-05-17,Alex Killorn,ANA,F,ASSISTS,0.2749613814696009
2026-05-17,Alex Killorn,ANA,F,BLOCKS,0.3390068875987162
2026-05-17,Alex Killorn,ANA,F,GOALS,0.18915554815652455
2026-05-17,Alex Killorn,ANA,F,POINTS,0.4641169296261255
2026-05-17,Alex Killorn,ANA,F,SOG,2.5922084364547455
2026-05-17,Beckett Sennecke,ANA,F,ASSISTS,0.15127309038741854
2026-05-17,Beckett Sennecke,ANA,F,BLOCKS,0.06101872392339223
2026-05-17,Beckett Sennecke,ANA,F,GOALS,0.5598504722553086
2026-05-17,Beckett Sennecke,ANA,F,POINTS,0.711123562642727
2026-05-17,Beckett Sennecke,ANA,F,SOG,3.5518375749388404
2026-05-17,Chris Kreider,ANA,F,ASSISTS,0.15922314176156604
2026-05-17,Chris Kreider,ANA,F,BLOCKS,0.07412381428983508
2026-05-17,Chris Kreider,ANA,F,GOALS,0.14221183227321216
2026-05-17,Chris Kreider,ANA,F,POINTS,0.3014349740347782
2026-05-17,Chris Kreider,ANA,F,SOG,1.6939264033576116
2026-05-17,Cutter Gauthier,ANA,F,ASSISTS,0.947773238144027
2026-05-17,Cutter Gauthier,ANA,F,BLOCKS,0.39611939240019745
2026-05-17,Cutter Gauthier,ANA,F,GOALS,0.05411779681300859
2026-05-17,Cutter Gauthier,ANA,F,POINTS,1.0018910349570356
2026-05-17,Cutter Gauthier,ANA,F,SOG,3.070272008407257
2026-05-17,Damian Clara,ANA,F,ASSISTS,0.4
2026-05-17,Damian Clara,ANA,F,BLOCKS,1.5
2026-05-17,Damian Clara,ANA,F,GOALS,0.3
2026-05-17,Damian Clara,ANA,F,POINTS,0.7
2026-05-17,Damian Clara,ANA,F,SOG,2.0
2026-05-17,Drew Helleson,ANA,F,ASSISTS,0.03632066900201919
2026-05-17,Drew Helleson,ANA,F,BLOCKS,0.0177971278109894
2026-05-17,Drew Helleson,ANA,F,GOALS,0.0
2026-05-17,Drew Helleson,ANA,F,POINTS,0.03632066900201919
