date,player,team,opp,market,line,book,over_price,under_price,proj_lambda,p_over,side,ev,chosen_prob,source
2026-01-12,Tage Thompson,BUF,,POINTS,0.5,pinnacle,-188.0,140.0,0.0001,0.0,Under,1.4,1.0,ev
2026-01-12,Tage Thompson,BUF,,POINTS,0.5,draftkings,-182.0,140.0,0.0001,0.0001,Under,1.39976,0.9999,ev
2026-01-12,Sam Bennett,FLA,,POINTS,0.5,pinnacle,-204.0,151.0,0.3071,0.2322,Under,0.9271779999999998,0.7678,ev
2026-01-12,Sam Bennett,FLA,,POINTS,0.5,draftkings,-198.0,150.0,0.3071,0.22935,Under,0.9266250000000004,0.7706500000000001,ev
2026-01-12,Juraj Slafkovsky,MTL,,POINTS,0.5,pinnacle,-170.0,123.0,0.2551,0.2016,Under,0.780432,0.7984,ev
2026-01-12,Nico Hischier,NJD,,POINTS,0.5,pinnacle,-161.0,121.0,0.2409,0.19695,Under,0.7747405,0.80305,ev
2026-01-12,Nico Hischier,NJD,,POINTS,0.5,draftkings,-154.0,120.0,0.2409,0.19745,Under,0.7656100000000001,0.80255,ev
2026-01-12,Juraj Slafkovsky,MTL,,POINTS,0.5,draftkings,-154.0,120.0,0.2551,0.20055,Under,0.7587900000000001,0.79945,ev
2026-01-12,Brayden Point,TBL,,POINTS,0.5,draftkings,-154.0,120.0,0.3013,0.2308,Under,0.6922400000000001,0.7692,ev
2026-01-12,Brock Nelson,COL,,POINTS,0.5,pinnacle,-190.0,141.0,0.4355,0.30185,Under,0.6825415000000002,0.69815,ev
2026-01-12,Brayden Point,TBL,,POINTS,0.5,pinnacle,-160.0,119.0,0.3013,0.23455,Under,0.6763354999999999,0.76545,ev
2026-01-12,Brock Nelson,COL,,POINTS,0.5,draftkings,-182.0,140.0,0.4355,0.30215,Under,0.6748400000000001,0.6978500000000001,ev
2026-01-12,Leon Draisaitl,EDM,,ASSISTS,0.5,pinnacle,-230.0,168.0,0.6117,0.37985,Under,0.6620019999999998,0.62015,ev
2026-01-12,Mats Zuccarello,MIN,,POINTS,0.5,pinnacle,-177.0,132.0,0.4039,0.28795,Under,0.6519560000000004,0.7120500000000001,ev
2026-01-12,Nikita Kucherov,TBL,,ASSISTS,0.5,pinnacle,-230.0,160.0,0.573,0.36515,Under,0.65061,0.63485,ev
2026-01-12,Leon Draisaitl,EDM,,ASSISTS,0.5,draftkings,-218.0,165.0,0.6117,0.38015,Under,0.6426025,0.61985,ev
2026-01-12,Nikita Kucherov,TBL,,ASSISTS,0.5,draftkings,-204.0,155.0,0.573,0.35895,Under,0.6346774999999999,0.64105,ev
2026-01-12,Mats Zuccarello,MIN,,POINTS,0.5,draftkings,-168.0,130.0,0.4039,0.2894,Under,0.6343799999999999,0.7106,ev
2026-01-12,Alexandre Texier,MTL,,POINTS,0.5,pinnacle,-107.0,-124.0,0.124,0.11165,Under,0.6047612903225805,0.88835,ev
2026-01-12,Alexandre Texier,MTL,,POINTS,0.5,draftkings,-105.0,-125.0,0.124,0.11105,Under,0.60011,0.88895,ev
2026-01-12,Seth Jarvis,CAR,,POINTS,0.5,draftkings,-162.0,126.0,0.4634,0.3154,Under,0.5471959999999998,0.6846,ev
2026-01-12,Seth Jarvis,CAR,,POINTS,0.5,pinnacle,-170.0,124.0,0.4634,0.31,Under,0.5456,0.69,ev
2026-01-12,Darren Raddysh,TBL,,POINTS,0.5,pinnacle,-122.0,-108.0,0.2554,0.20195,Under,0.5369851851851853,0.79805,ev
2026-01-12,Sam Reinhart,FLA,,ASSISTS,0.5,draftkings,110.0,-142.0,0.1182,0.1044,Under,0.5263042253521125,0.8956,ev
2026-01-12,Sam Reinhart,FLA,,ASSISTS,0.5,pinnacle,108.0,-143.0,0.1182,0.1029,Under,0.5244426573426573,0.8971,ev
2026-01-12,Darren Raddysh,TBL,,POINTS,0.5,draftkings,-120.0,-110.0,0.2554,0.20265,Under,0.5222136363636364,0.79735,ev
2026-01-12,Mika Zibanejad,NYR,,POINTS,0.5,draftkings,-182.0,140.0,0.6159,0.37905,Under,0.4902799999999999,0.62095,ev
2026-01-12,Aaron Ekblad,FLA,,POINTS,0.5,draftkings,120.0,-154.0,0.1225,0.1094,Under,0.4689116883116884,0.8906000000000001,ev
2026-01-12,Mika Zibanejad,NYR,,POINTS,0.5,pinnacle,-185.0,138.0,0.6159,0.3849,Under,0.4639379999999998,0.6151,ev
2026-01-12,Darren Raddysh,TBL,,ASSISTS,0.5,draftkings,120.0,-154.0,0.1294,0.11395,Under,0.4614071428571429,0.88605,ev
2026-01-12,Aaron Ekblad,FLA,,POINTS,0.5,pinnacle,119.0,-158.0,0.1225,0.11135,Under,0.4510867088607594,0.8886499999999999,ev
2026-01-12,Darren Raddysh,TBL,,ASSISTS,0.5,pinnacle,120.0,-160.0,0.1294,0.1146,Under,0.4387749999999999,0.8854,ev
2026-01-12,Brock Nelson,COL,,ASSISTS,0.5,draftkings,135.0,-175.0,0.0945,0.08575,Under,0.4366785714285713,0.91425,ev
2026-01-12,Artemi Panarin,NYR,,ASSISTS,0.5,pinnacle,-121.0,-109.0,0.3378,0.25335,Under,0.4316500000000001,0.74665,ev
2026-01-12,Sam Bennett,FLA,,ASSISTS,0.5,draftkings,130.0,-168.0,0.1262,0.11205,Under,0.4164916666666668,0.88795,ev
2026-01-12,Brock Nelson,COL,,ASSISTS,0.5,pinnacle,136.0,-183.0,0.0945,0.0858,Under,0.4137628415300548,0.9142,ev
2026-01-12,Andrei Kuzmenko,LAK,,POINTS,0.5,draftkings,105.0,-135.0,0.2409,0.18945,Under,0.4109574074074074,0.81055,ev
2026-01-12,Sam Bennett,FLA,,ASSISTS,0.5,pinnacle,128.0,-171.0,0.1262,0.10975,Under,0.4108640350877193,0.89025,ev
2026-01-12,Jack Hughes,NJD,,GOALS,0.5,fanduel,180.0,-250.0,0.0,0.0,Under,0.3999999999999999,1.0,ev
