team,player_id,player,market,value,count,n_sims,game_home,game_away,date,period
Minnesota Wild,8478864,Kirill Kaprizov,SOG,4.0,619,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8478864,Kirill Kaprizov,GOALS,1.0,1100,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8478864,Kirill Kaprizov,ASSISTS,1.0,1642,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8478864,Kirill Kaprizov,POINTS,2.0,660,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8478864,Kirill Kaprizov,BLOCKS,1.0,2126,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8478864,Kirill Kaprizov,SAVES,0.0,6000,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8481557,Matt Boldy,SOG,3.0,1286,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8481557,Matt Boldy,GOALS,0.0,4147,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8481557,Matt Boldy,ASSISTS,1.0,1646,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8481557,Matt Boldy,POINTS,1.0,2142,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8481557,Matt Boldy,BLOCKS,0.0,1863,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8481557,Matt Boldy,SAVES,0.0,6000,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8478493,Joel Eriksson Ek,SOG,2.0,1305,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8478493,Joel Eriksson Ek,GOALS,0.0,4806,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8478493,Joel Eriksson Ek,ASSISTS,2.0,431,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8478493,Joel Eriksson Ek,POINTS,2.0,728,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8478493,Joel Eriksson Ek,BLOCKS,1.0,2143,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8478493,Joel Eriksson Ek,SAVES,0.0,6000,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8480800,Quinn Hughes,SOG,1.0,1674,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8480800,Quinn Hughes,GOALS,0.0,4502,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8480800,Quinn Hughes,ASSISTS,0.0,4217,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8480800,Quinn Hughes,POINTS,0.0,3145,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8480800,Quinn Hughes,BLOCKS,2.0,1469,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8480800,Quinn Hughes,SAVES,0.0,6000,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8482122,Brock Faber,SOG,2.0,1485,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8482122,Brock Faber,GOALS,1.0,1157,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8482122,Brock Faber,ASSISTS,0.0,3769,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8482122,Brock Faber,POINTS,1.0,2094,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8482122,Brock Faber,BLOCKS,3.0,1328,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8482122,Brock Faber,SAVES,0.0,6000,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8477492,Nathan MacKinnon,SOG,2.0,914,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8477492,Nathan MacKinnon,GOALS,0.0,3604,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8477492,Nathan MacKinnon,ASSISTS,1.0,1577,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8477492,Nathan MacKinnon,POINTS,1.0,2189,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8477492,Nathan MacKinnon,BLOCKS,0.0,3845,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8477492,Nathan MacKinnon,SAVES,0.0,6000,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8480039,Martin Necas,SOG,1.0,729,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8480039,Martin Necas,GOALS,0.0,5333,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8480039,Martin Necas,ASSISTS,0.0,3397,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8480039,Martin Necas,POINTS,0.0,3013,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8480039,Martin Necas,BLOCKS,0.0,4405,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8480039,Martin Necas,SAVES,0.0,6000,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8475754,Brock Nelson,SOG,1.0,1265,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8475754,Brock Nelson,GOALS,0.0,5000,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8475754,Brock Nelson,ASSISTS,0.0,3773,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8475754,Brock Nelson,POINTS,0.0,3129,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8475754,Brock Nelson,BLOCKS,3.0,944,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8475754,Brock Nelson,SAVES,0.0,6000,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8478038,Devon Toews,SOG,3.0,1141,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8478038,Devon Toews,GOALS,1.0,1278,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8478038,Devon Toews,ASSISTS,0.0,4217,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8478038,Devon Toews,POINTS,1.0,2054,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8478038,Devon Toews,BLOCKS,1.0,1932,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8478038,Devon Toews,SAVES,0.0,6000,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8480069,Cale Makar,SOG,6.0,381,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8480069,Cale Makar,GOALS,0.0,4456,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8480069,Cale Makar,ASSISTS,0.0,3721,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8480069,Cale Makar,POINTS,0.0,2778,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8480069,Cale Makar,BLOCKS,1.0,1986,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Colorado Avalanche,8480069,Cale Makar,SAVES,0.0,6000,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
Minnesota Wild,8479406,Filip Gustavsson,SOG,0.0,6000,6000,Minnesota Wild,Colorado Avalanche,2026-05-15,0
