team,player_id,period,player,game_home,game_away,date,shots,goals,assists,points,blocks,saves,toi_sec,is_dressed
Boston Bruins,8477956,1,David Pastrnak,Boston Bruins,Los Angeles Kings,2026-03-10,0.8195,0.03833333333333333,0.07733333333333334,0.11566666666666667,0.042499999999999996,0.0,502.99259259263,1
Boston Bruins,8477496,1,Elias Lindholm,Boston Bruins,Los Angeles Kings,2026-03-10,0.6916666666666667,0.05983333333333333,0.0615,0.12133333333333332,0.07516666666666666,0.0,502.99259259263,1
Boston Bruins,8479987,1,Morgan Geekie,Boston Bruins,Los Angeles Kings,2026-03-10,0.9261666666666666,0.08416666666666667,0.0625,0.14666666666666667,0.05266666666666667,0.0,502.99259259263,1
Boston Bruins,8479325,1,Charlie McAvoy,Boston Bruins,Los Angeles Kings,2026-03-10,0.6625,0.013666666666666666,0.07366666666666666,0.08733333333333332,0.09833333333333333,0.0,566.2148148148378,1
Boston Bruins,8476854,1,Hampus Lindholm,Boston Bruins,Los Angeles Kings,2026-03-10,0.6281666666666667,0.015,0.07516666666666666,0.09016666666666666,0.12966666666666665,0.0,566.2148148148378,1
Los Angeles Kings,8478550,1,Artemi Panarin,Boston Bruins,Los Angeles Kings,2026-03-10,0.8041666666666666,0.035166666666666666,0.06849999999999999,0.10366666666666666,0.04,0.0,465.0666666666964,1
Los Angeles Kings,8477960,1,Adrian Kempe,Boston Bruins,Los Angeles Kings,2026-03-10,0.7979999999999999,0.05633333333333333,0.062,0.11833333333333333,0.03933333333333333,0.0,465.0666666666964,1
Los Angeles Kings,8482124,1,Quinton Byfield,Boston Bruins,Los Angeles Kings,2026-03-10,0.649,0.059666666666666666,0.058333333333333334,0.118,0.06766666666666667,0.0,465.0666666666964,1
Los Angeles Kings,8482730,1,Brandt Clarke,Boston Bruins,Los Angeles Kings,2026-03-10,0.6246666666666666,0.025666666666666667,0.06733333333333333,0.093,0.17083333333333334,0.0,552.9555555555856,1
Los Angeles Kings,8474563,1,Drew Doughty,Boston Bruins,Los Angeles Kings,2026-03-10,0.3055,0.006833333333333333,0.0395,0.04633333333333333,0.0815,0.0,501.2592592592949,1
Boston Bruins,8476914,1,Joonas Korpisalo,Boston Bruins,Los Angeles Kings,2026-03-10,0.0,0.0,0.0,0.0,0.0,6.189274999999982,1199.9999999999998,1
Los Angeles Kings,8476341,1,Anton Forsberg,Boston Bruins,Los Angeles Kings,2026-03-10,0.0,0.0,0.0,0.0,0.0,6.799858333333306,1199.9999999999998,1
Boston Bruins,8483489,1,Fraser Minten,Boston Bruins,Los Angeles Kings,2026-03-10,0.3765,0.016666666666666666,0.04633333333333333,0.063,0.051,0.0,272.83703703704043,1
Boston Bruins,8478401,1,Pavel Zacha,Boston Bruins,Los Angeles Kings,2026-03-10,0.5598333333333333,0.05383333333333333,0.034666666666666665,0.0885,0.028999999999999998,0.0,272.83703703704043,1
Boston Bruins,8479999,1,Casey Mittelstadt,Boston Bruins,Los Angeles Kings,2026-03-10,0.35083333333333333,0.033999999999999996,0.03266666666666666,0.06666666666666665,0.012166666666666666,0.0,272.83703703704043,1
Boston Bruins,8479369,1,Andrew Peeke,Boston Bruins,Los Angeles Kings,2026-03-10,0.251,0.008333333333333333,0.041499999999999995,0.04983333333333333,0.050166666666666665,0.0,302.8962962962843,1
Boston Bruins,8481219,1,Jonathan Aspirot,Boston Bruins,Los Angeles Kings,2026-03-10,0.2415,0.0065,0.03916666666666666,0.04566666666666666,0.049499999999999995,0.0,302.8962962962843,1
Los Angeles Kings,8479675,1,Trevor Moore,Boston Bruins,Los Angeles Kings,2026-03-10,0.421,0.014833333333333332,0.041499999999999995,0.056333333333333326,0.026333333333333334,0.0,230.49629629630203,1
Los Angeles Kings,8476872,1,Scott Laughton,Boston Bruins,Los Angeles Kings,2026-03-10,0.3338333333333333,0.01633333333333333,0.039,0.05533333333333333,0.025666666666666667,0.0,230.49629629630203,1
Los Angeles Kings,8483808,1,Andrei Kuzmenko,Boston Bruins,Los Angeles Kings,2026-03-10,0.381,0.05383333333333333,0.022333333333333334,0.07616666666666666,0.0335,0.0,230.49629629630203,1
Los Angeles Kings,8479998,1,Mikey Anderson,Boston Bruins,Los Angeles Kings,2026-03-10,0.23483333333333334,0.0045,0.026,0.0305,0.08783333333333333,0.0,311.72592592591013,1
