date,player,team,opp,market,line,proj,p_over,p_under,p_push,over_price,under_price,book,side,price,ev,prob,chosen_prob,edge_score,edge_reasons,edge_drivers,proj_lambda
2026-03-28,Will Smith,SJS,CBJ,POINTS,0.5,0.0,0.0,0.9999534568587052,0.0,-117,-114,pinnacle,Under,-114,0.8771056119979204,0.9999534568587052,0.9999534568587052,0.7564305852656195,MODEL UND · CONF60+ · CONS3+ · B2B · MATCHUP+,MODEL UND · CONF60+ · CONS3+ · B2B · MATCHUP+,0.0
2026-03-28,Tomas Hertl,VGK,WSH,POINTS,0.5,0.0,0.0,0.9999534568587052,0.0,-130,-102,pinnacle,Under,-102,0.9802999831907692,0.9999534568587052,0.9999534568587052,0.7377636811004185,MODEL UND · CONF60+ · CONS3+ · B2B · MATCHUP+,MODEL UND · CONF60+ · CONS3+ · B2B · MATCHUP+,0.0
2026-03-28,Matt Boldy,MIN,BOS,ASSISTS,0.5,0.004,0.0041,0.9959016375306292,0.0,120,-154,draftkings,Under,-154,0.6425910125505183,0.9959016375306292,0.9959016375306292,0.7199706895675245,JUICE · MODEL UND · CONF60+ · CONS3+ · MATCHUP+,JUICE · MODEL UND · CONF60+ · CONS3+ · MATCHUP+,0.004
2026-03-28,Patrick Kane,DET,PHI,ASSISTS,0.5,0.103,0.0975,0.9025497726401178,0.0,120,-160,betmgm,Under,-160,0.4666433805401915,0.9025497726401178,0.9025497726401178,0.6497442477167517,JUICE+ · MODEL UND · CONF60+ · CONS3+ · B2B · MATCHUP+,JUICE+ · MODEL UND · CONF60+ · CONS3+ · B2B · MATCHUP+,0.103
2026-03-28,Tage Thompson,BUF,SEA,POINTS,0.5,0.0,0.0001,0.9999199939767593,0.0,-267,192,pinnacle,Under,192,1.9197663824121372,0.9999199939767593,0.9999199939767593,0.6296742839903737,JUICE+ · MODEL UND · CONF60+ · CONS3+ · B2B · MATCHUP-,JUICE+ · MODEL UND · CONF60+ · CONS3+ · B2B · MATCHUP-,0.0
2026-03-28,Travis Konecny,PHI,DET,ASSISTS,0.5,0.208,0.1878,0.812239747829038,0.0,134,-151,pinnacle,Under,-151,0.3501468655966128,0.812239747829038,0.812239747829038,0.5940222631348184,JUICE · MODEL UND · CONF60+ · CONS3+ · MATCHUP+,JUICE · MODEL UND · CONF60+ · CONS3+ · MATCHUP+,0.208
2026-03-28,Jesper Bratt,NJD,CAR,POINTS,0.5,1.617,0.8015,0.1984598815574521,0.0,-154,120,draftkings,Over,-154,0.3220207148338128,0.8015401184425479,0.8015401184425479,0.5858002174804655,JUICE · MODEL OVR · CONF60+ · CONS3+ · B2B · MATCHUP+,JUICE · MODEL OVR · CONF60+ · CONS3+ · B2B · MATCHUP+,1.617
2026-03-28,Jake Guentzel,TBL,OTT,ASSISTS,0.5,0.246,0.2179,0.7821367773649184,0.0,105,-135,draftkings,Under,-135,0.3614973531907838,0.7821367773649184,0.7821367773649184,0.5839243028245586,JUICE · MODEL UND · CONF60+ · CONS3+ · MATCHUP+,JUICE · MODEL UND · CONF60+ · CONS3+ · MATCHUP+,0.246
2026-03-28,Erik Karlsson,PIT,DAL,POINTS,0.5,1.987,0.8629,0.13714308853368107,0.0,-154,120,draftkings,Over,-154,0.4231536072236689,0.8628569114663189,0.8628569114663189,0.5718934957406363,JUICE · MODEL OVR · CONF60+ · CONS3+ · MATCHUP-,JUICE · MODEL OVR · CONF60+ · CONS3+ · MATCHUP-,1.987
2026-03-28,Jack Hughes,NJD,CAR,SOG,3.5,2.495,0.2414,0.7585738673651696,0.0,115,-148,draftkings,Under,-148,0.271123777747041,0.7585738673651696,0.7585738673651696,0.5641336171003885,JUICE · MODEL UND · CONF60+ · CONS4+ · B2B · MATCHUP+,JUICE · MODEL UND · CONF60+ · CONS4+ · B2B · MATCHUP+,2.495
