date,player_id,player_name,team,market,line,over_price,under_price,book,first_seen_at,last_seen_at,is_current,_merge_key
2026-02-27,8476292.0,Ondrej Palat,NYI,GOALS,0.5,475,,fliff,2026-02-27T00:26:22.873054Z,2026-02-27T00:26:23.278098Z,True,id::8476292.0
2026-02-27,8476453.0,Nikita Kucherov,TBL,SOG,2.5,-154,118.0,fanduel,2026-02-27T00:26:22.601352Z,2026-02-27T00:26:23.278098Z,True,id::8476453.0
2026-02-27,8476906.0,Shayne Gostisbehere,CAR,SOG,1.5,-182,138.0,fanduel,2026-02-27T00:26:22.601352Z,2026-02-27T00:26:23.278098Z,True,id::8476906.0
2026-02-27,8477404.0,Jake Guentzel,TBL,SOG,2.5,140,-184.0,fanduel,2026-02-27T00:26:22.601352Z,2026-02-27T00:26:23.278098Z,True,id::8477404.0
2026-02-27,8477940.0,Nikolaj Ehlers,CAR,SOG,2.5,-106,-122.0,fanduel,2026-02-27T00:26:22.601352Z,2026-02-27T00:26:23.278098Z,True,id::8477940.0
2026-02-27,8478010.0,Brayden Point,TBL,SOG,1.5,-196,148.0,fanduel,2026-02-27T00:26:22.601352Z,2026-02-27T00:26:23.278098Z,True,id::8478010.0
2026-02-27,8478178.0,Darren Raddysh,TBL,SOG,2.5,140,-184.0,fanduel,2026-02-27T00:26:22.601352Z,2026-02-27T00:26:23.278098Z,True,id::8478178.0
2026-02-27,8478445.0,Mathew Barzal,NYI,GOALS,0.5,260,,fliff,2026-02-27T00:26:22.873054Z,2026-02-27T00:26:23.278098Z,True,id::8478445.0
2026-02-27,8479542.0,Brandon Hagel,TBL,SOG,2.5,-102,-128.0,fanduel,2026-02-27T00:26:22.601352Z,2026-02-27T00:26:23.278098Z,True,id::8479542.0
2026-02-27,8480830.0,Andrei Svechnikov,CAR,SOG,2.5,118,-154.0,fanduel,2026-02-27T00:26:22.601352Z,2026-02-27T00:26:23.278098Z,True,id::8480830.0
2026-02-27,8482093.0,Seth Jarvis,CAR,SOG,2.5,-138,106.0,fanduel,2026-02-27T00:26:22.601352Z,2026-02-27T00:26:23.278098Z,True,id::8482093.0
2026-02-27,8482702.0,Logan Stankoven,CAR,SOG,1.5,-160,122.0,fanduel,2026-02-27T00:26:22.601352Z,2026-02-27T00:26:23.278098Z,True,id::8482702.0
2026-02-27,8482809.0,Jackson Blake,CAR,SOG,1.5,-120,-108.0,fanduel,2026-02-27T00:26:22.601352Z,2026-02-27T00:26:23.278098Z,True,id::8482809.0
2026-02-27,,Aaron Ekblad,,ASSISTS,0.5,200,-275.0,betmgm,2026-02-27T00:26:22.600352Z,2026-02-27T00:26:23.278098Z,True,name::aaron ekblad
2026-02-27,,Aaron Ekblad,,ASSISTS,0.5,211,-297.0,pinnacle,2026-02-27T00:26:22.600352Z,2026-02-27T00:26:23.278098Z,True,name::aaron ekblad
2026-02-27,,Aaron Ekblad,,POINTS,0.5,155,-210.0,betmgm,2026-02-27T00:26:22.600352Z,2026-02-27T00:26:23.278098Z,True,name::aaron ekblad
2026-02-27,,Aaron Ekblad,,POINTS,0.5,162,-221.0,pinnacle,2026-02-27T00:26:22.600352Z,2026-02-27T00:26:23.278098Z,True,name::aaron ekblad
2026-02-27,,Adam Fox,,ASSISTS,0.5,-110,-118.0,betmgm,2026-02-27T00:26:22.602784Z,2026-02-27T00:26:23.278098Z,True,name::adam fox
2026-02-27,,Adam Fox,,ASSISTS,0.5,-110,-120.0,draftkings,2026-02-27T00:26:22.602784Z,2026-02-27T00:26:23.278098Z,True,name::adam fox
2026-02-27,,Adam Fox,,ASSISTS,0.5,-112,-118.0,pinnacle,2026-02-27T00:26:22.602784Z,2026-02-27T00:26:23.278098Z,True,name::adam fox
2026-02-27,,Adam Fox,,POINTS,0.5,-150,110.0,betmgm,2026-02-27T00:26:22.602784Z,2026-02-27T00:26:23.278098Z,True,name::adam fox
2026-02-27,,Adam Fox,,POINTS,0.5,-142,110.0,draftkings,2026-02-27T00:26:22.602784Z,2026-02-27T00:26:23.278098Z,True,name::adam fox
2026-02-27,,Adam Fox,,POINTS,0.5,-149,112.0,pinnacle,2026-02-27T00:26:22.602784Z,2026-02-27T00:26:23.278098Z,True,name::adam fox
2026-02-27,,Adam Fox,,SOG,1.5,-175,130.0,betmgm,2026-02-27T00:26:22.602784Z,2026-02-27T00:26:23.278098Z,True,name::adam fox
